timestamp,temperature_C,humidity,pir_motion,anomaly_flag,anomaly_type,anomaly_source
2026-02-04T00:00:00.294335,21.0,44.0,0,0,none,none
2026-02-04T00:00:02.549362,21.0,44.0,0,0,none,none
2026-02-04T00:00:04.804075,21.0,44.0,0,0,none,none
2026-02-04T00:00:07.059107,21.0,44.0,0,0,none,none
2026-02-04T00:00:09.313991,21.0,44.0,0,0,none,none
2026-02-04T00:00:11.568905,21.0,44.0,0,0,none,none
2026-02-04T00:00:13.823779,21.0,44.0,0,0,none,none
2026-02-04T00:00:16.078709,21.0,44.1,0,0,none,none
2026-02-04T00:00:18.333457,21.0,44.1,0,0,none,none
2026-02-04T00:00:20.588472,21.0,44.0,0,0,none,none
2026-02-04T00:00:22.843369,21.0,44.1,0,0,none,none
2026-02-04T00:00:25.098122,21.0,44.1,0,0,none,none
2026-02-04T00:00:27.353150,21.0,44.1,0,0,none,none
2026-02-04T00:00:29.608254,21.0,44.1,0,0,none,none
2026-02-04T00:00:31.862968,21.0,44.1,0,0,none,none
2026-02-04T00:00:34.117988,21.0,44.1,0,0,none,none
2026-02-04T00:00:36.372951,21.0,44.1,0,0,none,none
2026-02-04T00:00:38.627811,21.0,44.1,0,0,none,none
2026-02-04T00:00:40.882773,21.0,44.1,0,0,none,none
2026-02-04T00:00:43.137658,21.0,44.1,0,0,none,none
2026-02-04T00:00:45.392397,21.0,44.1,0,0,none,none
2026-02-04T00:00:47.647503,21.0,44.1,0,0,none,none
2026-02-04T00:00:49.904495,21.0,44.1,0,0,none,none
2026-02-04T00:00:52.159282,21.0,44.1,0,0,none,none
2026-02-04T00:00:54.414293,21.0,44.1,0,0,none,none
2026-02-04T00:00:56.669293,21.0,44.1,0,0,none,none
2026-02-04T00:00:58.924029,21.0,44.1,0,0,none,none
2026-02-04T00:01:01.179035,21.0,44.1,0,0,none,none
2026-02-04T00:01:03.434018,21.0,44.1,0,0,none,none
2026-02-04T00:01:05.688827,21.0,44.1,0,0,none,none
2026-02-04T00:01:07.943712,21.0,44.1,0,0,none,none
2026-02-04T00:01:10.198672,21.0,44.1,0,0,none,none
2026-02-04T00:01:12.453276,21.0,44.1,0,0,none,none
2026-02-04T00:01:14.708167,21.0,44.1,0,0,none,none
2026-02-04T00:01:16.963128,21.0,44.1,0,0,none,none
2026-02-04T00:01:19.217809,21.0,44.1,0,0,none,none
2026-02-04T00:01:21.472749,21.0,44.1,0,0,none,none
2026-02-04T00:01:23.727738,21.0,44.1,0,0,none,none
2026-02-04T00:01:25.981958,21.0,44.1,0,0,none,none
2026-02-04T00:01:28.236848,21.0,44.1,0,0,none,none
2026-02-04T00:01:30.491802,21.0,44.1,0,0,none,none
2026-02-04T00:01:32.746478,21.0,44.1,0,0,none,none
2026-02-04T00:01:35.001459,21.0,44.1,0,0,none,none
2026-02-04T00:01:37.256454,21.0,44.1,0,0,none,none
2026-02-04T00:01:39.511286,21.0,44.1,0,0,none,none
2026-02-04T00:01:41.766154,21.0,44.1,0,0,none,none
2026-02-04T00:01:44.021116,21.0,44.1,0,0,none,none
2026-02-04T00:01:46.275839,21.0,44.1,0,0,none,none
2026-02-04T00:01:48.530841,21.0,44.1,0,0,none,none
2026-02-04T00:01:50.785684,21.0,44.1,0,0,none,none
2026-02-04T00:01:53.040341,21.0,44.1,0,0,none,none
2026-02-04T00:01:55.295248,21.0,44.1,0,0,none,none
2026-02-04T00:01:57.550185,21.0,44.1,0,0,none,none
2026-02-04T00:01:59.804734,21.0,44.0,0,0,none,none
2026-02-04T00:02:02.059703,21.0,44.1,0,0,none,none
2026-02-04T00:02:04.314593,21.0,44.1,0,0,none,none
2026-02-04T00:02:06.569549,21.0,44.1,0,0,none,none
2026-02-04T00:02:08.824536,21.0,44.0,0,0,none,none
2026-02-04T00:02:11.079454,21.0,44.1,0,0,none,none
2026-02-04T00:02:13.334026,21.0,44.0,0,0,none,none
2026-02-04T00:02:15.589161,21.0,44.0,0,0,none,none
2026-02-04T00:02:17.844078,21.0,44.0,0,0,none,none
2026-02-04T00:02:20.098837,21.0,44.0,0,0,none,none
2026-02-04T00:02:22.353726,21.0,44.0,0,0,none,none
2026-02-04T00:02:24.608670,21.0,44.0,0,0,none,none
2026-02-04T00:02:26.863454,21.0,44.0,0,0,none,none
2026-02-04T00:02:29.118438,21.0,44.0,0,0,none,none
2026-02-04T00:02:31.373373,21.0,44.0,0,0,none,none
2026-02-04T00:02:33.628235,21.0,44.0,0,0,none,none
2026-02-04T00:02:35.883199,21.0,44.1,0,0,none,none
2026-02-04T00:02:38.138055,21.0,44.1,0,0,none,none
2026-02-04T00:02:40.392750,21.0,44.0,0,0,none,none
2026-02-04T00:02:42.647719,21.0,44.0,0,0,none,none
2026-02-04T00:02:44.902628,21.0,44.0,0,0,none,none
2026-02-04T00:02:47.157285,21.0,44.0,0,0,none,none
2026-02-04T00:02:49.412130,21.0,44.0,0,0,none,none
2026-02-04T00:02:51.667078,21.0,44.1,0,0,none,none
2026-02-04T00:02:53.921838,21.0,44.0,0,0,none,none
2026-02-04T00:02:56.176877,21.0,44.0,0,0,none,none
2026-02-04T00:02:58.431922,21.0,44.0,0,0,none,none
2026-02-04T00:03:00.686676,21.0,44.0,0,0,none,none
2026-02-04T00:03:02.941616,21.0,44.0,0,0,none,none
2026-02-04T00:03:05.196625,21.0,44.0,0,0,none,none
2026-02-04T00:03:07.451407,21.0,44.1,0,0,none,none
2026-02-04T00:03:09.706283,21.0,44.1,0,0,none,none
2026-02-04T00:03:11.963004,21.0,44.0,0,0,none,none
2026-02-04T00:03:14.217777,21.0,44.1,0,0,none,none
2026-02-04T00:03:16.472716,21.0,44.0,0,0,none,none
2026-02-04T00:03:18.727559,21.0,44.0,0,0,none,none
2026-02-04T00:03:20.982204,21.0,44.0,0,0,none,none
2026-02-04T00:03:23.237043,21.0,44.0,0,0,none,none
2026-02-04T00:03:25.491453,21.0,44.0,0,0,none,none
2026-02-04T00:03:27.746238,21.0,44.0,0,0,none,none
2026-02-04T00:03:30.001103,21.0,44.0,0,0,none,none
2026-02-04T00:03:32.255946,21.0,44.0,0,0,none,none
2026-02-04T00:03:34.510780,21.0,44.0,0,0,none,none
2026-02-04T00:03:36.765808,21.0,44.0,0,0,none,none
2026-02-04T00:03:39.020676,21.0,44.0,0,0,none,none
2026-02-04T00:03:41.275374,21.0,44.0,0,0,none,none
2026-02-04T00:03:43.530535,21.0,44.0,0,0,none,none
2026-02-04T00:03:45.785466,21.0,44.0,0,0,none,none
2026-02-04T00:03:48.040120,21.0,43.9,0,0,none,none
2026-02-04T00:03:50.295046,21.0,44.0,0,0,none,none
2026-02-04T00:03:52.549995,21.0,44.0,0,0,none,none
2026-02-04T00:03:54.804685,21.0,44.0,0,0,none,none
2026-02-04T00:03:57.059528,21.0,43.9,0,0,none,none
2026-02-04T00:03:59.314327,21.0,43.9,0,0,none,none
2026-02-04T00:04:01.568981,21.0,43.9,0,0,none,none
2026-02-04T00:04:03.823860,21.0,44.0,0,0,none,none
