timestamp,temperature_C,humidity,pir_motion
2026-01-06T00:00:01.534673,22.4,53.0,0
2026-01-06T00:00:03.789099,22.4,53.1,0
2026-01-06T00:00:06.044081,22.4,53.0,0
2026-01-06T00:00:08.298713,22.4,53.0,0
2026-01-06T00:00:10.553409,22.4,53.0,0
2026-01-06T00:00:12.808195,22.4,53.0,0
2026-01-06T00:00:15.062823,22.4,53.0,0
2026-01-06T00:00:17.317410,22.4,53.0,0
2026-01-06T00:00:19.572285,22.4,53.0,0
2026-01-06T00:00:21.826881,22.4,53.0,0
2026-01-06T00:00:24.081480,22.4,53.0,0
2026-01-06T00:00:26.336272,22.4,53.0,0
2026-01-06T00:00:28.590941,22.4,53.0,0
2026-01-06T00:00:30.845536,22.5,53.1,0
2026-01-06T00:00:33.100303,22.4,53.0,0
2026-01-06T00:00:35.354952,22.4,53.0,0
2026-01-06T00:00:37.609609,22.4,53.0,0
2026-01-06T00:00:39.864361,22.4,53.0,0
2026-01-06T00:00:42.118973,22.4,53.0,0
2026-01-06T00:00:44.373483,22.4,53.0,0
2026-01-06T00:00:46.628246,22.4,53.0,0
2026-01-06T00:00:48.882787,22.4,53.0,0
2026-01-06T00:00:51.137373,22.4,53.0,0
2026-01-06T00:00:53.392184,22.5,53.1,0
2026-01-06T00:00:55.646448,22.5,53.1,0
2026-01-06T00:00:57.900900,22.4,53.0,0
2026-01-06T00:01:00.155380,22.4,53.0,0
2026-01-06T00:01:02.410044,22.5,53.1,0
2026-01-06T00:01:04.664661,22.4,53.0,0
2026-01-06T00:01:06.919075,22.5,53.1,0
2026-01-06T00:01:09.173722,22.4,53.0,0
2026-01-06T00:01:11.428318,22.4,53.0,0
2026-01-06T00:01:13.682844,22.4,53.0,0
2026-01-06T00:01:15.937515,22.4,53.0,0
2026-01-06T00:01:18.192009,22.4,53.0,0
2026-01-06T00:01:20.446242,22.4,53.0,0
2026-01-06T00:01:22.700753,22.4,53.0,0
2026-01-06T00:01:24.955229,22.5,53.1,0
2026-01-06T00:01:27.209552,22.4,53.0,0
2026-01-06T00:01:29.464170,22.4,53.0,0
2026-01-06T00:01:31.718611,22.4,53.0,0
2026-01-06T00:01:33.973293,22.4,53.0,0
2026-01-06T00:01:36.227812,22.5,53.1,0
2026-01-06T00:01:38.482261,22.5,53.1,0
2026-01-06T00:01:40.736941,22.4,53.0,0
2026-01-06T00:01:42.993611,22.4,53.0,0
2026-01-06T00:01:45.247983,22.5,53.1,0
2026-01-06T00:01:47.502759,22.4,53.0,0
2026-01-06T00:01:49.757259,22.4,53.0,0
2026-01-06T00:01:52.011636,22.5,53.1,0
2026-01-06T00:01:54.266289,22.4,53.0,0
2026-01-06T00:01:56.520867,22.4,53.0,0
2026-01-06T00:01:58.775267,22.4,53.0,0
2026-01-06T00:02:01.030002,22.5,53.1,0
2026-01-06T00:02:03.284510,22.5,53.1,0
2026-01-06T00:02:05.539054,22.4,53.0,0
2026-01-06T00:02:07.793874,22.4,53.0,0
2026-01-06T00:02:10.048411,22.4,53.0,0
2026-01-06T00:02:12.302780,22.4,53.0,0
2026-01-06T00:02:14.557631,22.4,53.0,0
2026-01-06T00:02:16.812119,22.4,53.0,0
2026-01-06T00:02:19.066547,22.4,53.0,0
2026-01-06T00:02:21.321274,22.4,53.0,0
2026-01-06T00:02:23.575914,22.4,53.0,0
2026-01-06T00:02:25.830371,22.4,53.0,0
2026-01-06T00:02:28.085100,22.4,53.0,0
2026-01-06T00:02:30.339642,22.5,53.0,0
2026-01-06T00:02:32.593914,22.4,53.0,0
2026-01-06T00:02:34.848534,22.4,53.0,0
2026-01-06T00:02:37.103061,22.4,53.0,0
2026-01-06T00:02:39.357604,22.4,53.0,0
2026-01-06T00:02:41.612428,22.5,53.1,0
2026-01-06T00:02:43.866976,22.4,53.0,0
2026-01-06T00:02:46.121503,22.4,53.0,0
2026-01-06T00:02:48.376329,22.4,53.0,0
2026-01-06T00:02:50.630848,22.4,53.0,0
2026-01-06T00:02:52.885371,22.4,53.0,0
2026-01-06T00:02:55.140021,22.4,53.0,0
2026-01-06T00:02:57.394535,22.4,53.0,0
2026-01-06T00:02:59.649045,22.4,53.0,0
2026-01-06T00:03:01.903599,22.5,53.1,0
2026-01-06T00:03:04.158109,22.4,53.0,0
2026-01-06T00:03:06.412679,22.4,53.0,0
2026-01-06T00:03:08.666963,22.4,53.0,0
2026-01-06T00:03:10.922839,22.4,53.0,0
2026-01-06T00:03:13.177325,22.4,53.0,0
2026-01-06T00:03:15.432051,22.4,53.0,0
2026-01-06T00:03:17.686571,22.4,53.0,0
2026-01-06T00:03:19.941069,22.4,53.0,0
2026-01-06T00:03:22.195751,22.4,53.0,0
2026-01-06T00:03:24.449979,22.4,53.0,0
2026-01-06T00:03:26.704442,22.4,53.0,0
2026-01-06T00:03:28.959099,22.5,53.1,0
2026-01-06T00:03:31.213756,22.4,53.0,0
2026-01-06T00:03:33.468144,22.4,53.0,0
2026-01-06T00:03:35.722779,22.4,53.0,0
2026-01-06T00:03:37.977348,22.4,52.9,0
2026-01-06T00:03:40.231804,22.4,53.0,0
2026-01-06T00:03:42.486472,22.4,53.0,0
2026-01-06T00:03:44.741038,22.4,53.0,0
2026-01-06T00:03:46.995330,22.4,52.9,0
2026-01-06T00:03:49.250007,22.4,53.0,0
2026-01-06T00:03:51.504627,22.4,53.0,0
2026-01-06T00:03:53.759102,22.4,53.0,0
2026-01-06T00:03:56.013813,22.4,53.0,0
2026-01-06T00:03:58.268153,22.4,53.0,0
2026-01-06T00:04:00.522527,22.4,53.0,0
2026-01-06T00:04:02.777148,22.4,53.0,0
2026-01-06T00:04:05.031734,22.4,53.0,0
2026-01-06T00:04:07.286083,22.4,53.0,0
2026-01-06T00:04:09.540812,22.4,53.0,0
2026-01-06T00:04:11.795350,22.4,52.9,0
