timestamp,temperature_C,humidity,pir_motion
2025-12-27T00:00:01.955610,20.6,62.8,0
2025-12-27T00:00:04.210254,20.6,62.8,0
2025-12-27T00:00:06.465064,20.6,62.8,1
2025-12-27T00:00:08.719724,20.6,62.8,0
2025-12-27T00:00:10.974030,20.6,62.8,0
2025-12-27T00:00:13.228904,20.6,62.8,1
2025-12-27T00:00:15.483392,20.6,62.8,0
2025-12-27T00:00:17.737452,20.6,62.8,0
2025-12-27T00:00:19.992196,20.6,62.8,0
2025-12-27T00:00:22.246909,20.6,62.8,0
2025-12-27T00:00:24.501449,20.6,62.8,1
2025-12-27T00:00:26.756242,20.6,62.8,0
2025-12-27T00:00:29.010878,20.6,62.8,0
2025-12-27T00:00:31.265545,20.6,62.8,0
2025-12-27T00:00:33.520306,20.6,62.8,0
2025-12-27T00:00:35.775005,20.6,62.8,0
2025-12-27T00:00:38.029377,20.6,62.8,0
2025-12-27T00:00:40.284119,20.6,62.8,0
2025-12-27T00:00:42.538666,20.6,62.8,0
2025-12-27T00:00:44.793172,20.6,62.8,0
2025-12-27T00:00:47.048029,20.6,62.8,0
2025-12-27T00:00:49.302769,20.6,62.8,0
2025-12-27T00:00:51.557136,20.6,62.8,0
2025-12-27T00:00:53.811565,20.6,62.8,0
2025-12-27T00:00:56.065862,20.6,62.8,0
2025-12-27T00:00:58.320401,20.6,62.8,0
2025-12-27T00:01:00.575122,20.6,62.8,0
2025-12-27T00:01:02.829642,20.6,62.8,0
2025-12-27T00:01:05.084342,20.6,62.8,0
2025-12-27T00:01:07.339147,20.6,62.8,0
2025-12-27T00:01:09.593789,20.6,62.8,0
2025-12-27T00:01:11.848396,20.6,62.8,1
2025-12-27T00:01:14.102950,20.6,62.8,0
2025-12-27T00:01:16.357589,20.6,62.8,0
2025-12-27T00:01:18.612155,20.6,62.7,0
2025-12-27T00:01:20.866930,20.6,62.8,0
2025-12-27T00:01:23.121574,20.6,62.8,0
2025-12-27T00:01:25.376161,20.6,62.7,0
2025-12-27T00:01:27.630623,20.6,62.7,0
2025-12-27T00:01:29.884983,20.6,62.7,0
2025-12-27T00:01:32.139143,20.6,62.7,0
2025-12-27T00:01:34.393439,20.6,62.7,0
2025-12-27T00:01:36.649778,20.6,62.7,0
2025-12-27T00:01:38.904392,20.6,62.7,0
2025-12-27T00:01:41.159316,20.6,62.7,0
2025-12-27T00:01:43.413930,20.6,62.7,0
2025-12-27T00:01:45.668534,20.6,62.8,0
2025-12-27T00:01:47.923132,20.6,62.7,0
2025-12-27T00:01:50.177845,20.6,62.8,0
2025-12-27T00:01:52.432268,20.6,62.8,0
2025-12-27T00:01:54.687005,20.6,62.8,0
2025-12-27T00:01:56.941536,20.6,62.8,0
2025-12-27T00:01:59.196126,20.6,62.7,0
2025-12-27T00:02:01.450792,20.6,62.8,0
2025-12-27T00:02:03.705357,20.6,62.8,0
2025-12-27T00:02:05.959835,20.6,62.8,0
2025-12-27T00:02:08.214582,20.6,62.8,0
2025-12-27T00:02:10.469121,20.6,62.8,0
2025-12-27T00:02:12.723601,20.6,62.8,0
2025-12-27T00:02:14.978287,20.6,62.8,0
2025-12-27T00:02:17.232909,20.6,62.8,0
2025-12-27T00:02:19.487515,20.6,62.8,0
2025-12-27T00:02:21.742045,20.6,62.7,0
2025-12-27T00:02:23.996717,20.6,62.8,0
2025-12-27T00:02:26.251109,20.6,62.7,0
2025-12-27T00:02:28.505815,20.6,62.7,0
2025-12-27T00:02:30.760352,20.6,62.7,0
2025-12-27T00:02:33.014906,20.6,62.7,0
2025-12-27T00:02:35.269727,20.6,62.8,0
2025-12-27T00:02:37.524341,20.6,62.7,0
2025-12-27T00:02:39.778905,20.6,62.7,0
2025-12-27T00:02:42.033630,20.6,62.7,0
2025-12-27T00:02:44.288251,20.6,62.7,0
2025-12-27T00:02:46.542814,20.6,62.7,0
2025-12-27T00:02:48.797515,20.6,62.7,0
