timestamp,temperature_C,humidity,pir_motion
2025-12-25T00:00:01.994632,22.2,58.7,0
2025-12-25T00:00:04.248562,22.2,58.7,0
2025-12-25T00:00:06.503455,22.2,58.7,0
2025-12-25T00:00:08.757869,22.2,58.7,0
2025-12-25T00:00:11.012426,22.2,58.7,0
2025-12-25T00:00:13.267205,22.2,58.7,0
2025-12-25T00:00:15.521951,22.2,58.7,0
2025-12-25T00:00:17.775982,22.2,58.7,0
2025-12-25T00:00:20.030263,22.2,58.6,0
2025-12-25T00:00:22.284552,22.2,58.6,0
2025-12-25T00:00:24.539133,22.2,58.6,0
2025-12-25T00:00:26.793818,22.2,58.6,0
2025-12-25T00:00:29.048449,22.2,58.6,0
2025-12-25T00:00:31.303032,22.2,58.6,0
2025-12-25T00:00:33.557500,22.2,58.6,0
2025-12-25T00:00:35.812165,22.2,58.6,0
2025-12-25T00:00:38.066746,22.2,58.6,0
2025-12-25T00:00:40.321419,22.2,58.7,0
2025-12-25T00:00:42.576120,22.2,58.7,0
2025-12-25T00:00:44.830684,22.2,58.6,0
2025-12-25T00:00:47.085221,22.2,58.6,0
2025-12-25T00:00:49.339865,22.2,58.7,0
2025-12-25T00:00:51.594501,22.2,58.7,0
2025-12-25T00:00:53.848887,22.2,58.6,0
2025-12-25T00:00:56.103442,22.2,58.6,0
2025-12-25T00:00:58.357938,22.2,58.6,0
2025-12-25T00:01:00.612640,22.2,58.6,0
2025-12-25T00:01:02.867368,22.2,58.6,0
2025-12-25T00:01:05.121826,22.2,58.6,0
2025-12-25T00:01:07.376356,22.2,58.6,0
2025-12-25T00:01:09.631064,22.2,58.6,0
2025-12-25T00:01:11.885147,22.2,58.6,0
2025-12-25T00:01:14.139389,22.2,58.6,0
2025-12-25T00:01:16.394070,22.2,58.6,0
2025-12-25T00:01:18.648650,22.2,58.6,0
2025-12-25T00:01:20.903364,22.2,58.5,0
2025-12-25T00:01:23.158030,22.2,58.6,0
2025-12-25T00:01:25.412688,22.2,58.5,0
2025-12-25T00:01:27.667527,22.2,58.5,0
2025-12-25T00:01:29.922202,22.2,58.5,0
2025-12-25T00:01:32.176422,22.2,58.5,0
2025-12-25T00:01:34.431207,22.2,58.5,0
2025-12-25T00:01:36.685463,22.2,58.5,0
2025-12-25T00:01:38.939584,22.2,58.5,0
2025-12-25T00:01:41.193972,22.2,58.5,0
2025-12-25T00:01:43.448330,22.2,58.5,0
2025-12-25T00:01:45.702845,22.2,58.4,0
2025-12-25T00:01:47.957635,22.2,58.5,0
2025-12-25T00:01:50.212253,22.2,58.5,0
2025-12-25T00:01:52.466193,22.2,58.4,0
2025-12-25T00:01:54.720517,22.2,58.5,0
2025-12-25T00:01:56.975142,22.2,58.5,0
2025-12-25T00:01:59.229189,22.2,58.5,0
2025-12-25T00:02:01.484050,22.2,58.4,0
2025-12-25T00:02:03.738634,22.2,58.4,0
2025-12-25T00:02:05.993020,22.2,58.5,0
2025-12-25T00:02:08.247725,22.2,58.4,0
2025-12-25T00:02:10.502367,22.2,58.4,0
2025-12-25T00:02:12.756561,22.2,58.4,0
2025-12-25T00:02:15.011417,22.2,58.4,0
2025-12-25T00:02:17.266083,22.2,58.4,0
2025-12-25T00:02:19.520694,22.2,58.4,0
2025-12-25T00:02:21.775473,22.2,58.4,0
2025-12-25T00:02:24.030078,22.2,58.5,0
2025-12-25T00:02:26.284561,22.2,58.4,0
2025-12-25T00:02:28.539347,22.2,58.4,0
2025-12-25T00:02:30.793940,22.2,58.4,0
2025-12-25T00:02:33.048400,22.2,58.4,0
2025-12-25T00:02:35.302647,22.2,58.4,0
2025-12-25T00:02:37.557230,22.2,58.4,0
2025-12-25T00:02:39.811693,22.2,58.4,0
2025-12-25T00:02:42.066420,22.2,58.4,0
2025-12-25T00:02:44.320969,22.2,58.4,0
2025-12-25T00:02:46.575153,22.2,58.4,0
2025-12-25T00:02:48.829938,22.2,58.4,0
2025-12-25T00:02:51.084559,22.2,58.4,0
2025-12-25T00:02:53.339122,22.2,58.4,0
2025-12-25T00:02:55.593935,22.2,58.4,0
2025-12-25T00:02:57.848533,22.2,58.4,0
2025-12-25T00:03:00.102595,22.2,58.4,0
2025-12-25T00:03:02.356978,22.2,58.3,0
2025-12-25T00:03:04.611615,22.2,58.3,0
2025-12-25T00:03:06.866103,22.2,58.3,0
2025-12-25T00:03:09.120663,22.2,58.3,0
2025-12-25T00:03:11.375397,22.2,58.3,0
2025-12-25T00:03:13.629876,22.2,58.4,0
2025-12-25T00:03:15.884486,22.2,58.3,0
2025-12-25T00:03:18.139053,22.2,58.4,0
2025-12-25T00:03:20.393444,22.2,58.3,0
2025-12-25T00:03:22.647635,22.2,58.3,0
2025-12-25T00:03:24.902074,22.2,58.4,0
2025-12-25T00:03:27.156298,22.2,58.3,0
2025-12-25T00:03:29.410967,22.2,58.3,0
2025-12-25T00:03:31.665496,22.2,58.3,0
2025-12-25T00:03:33.919814,22.2,58.3,0
2025-12-25T00:03:36.174465,22.2,58.3,0
2025-12-25T00:03:38.428957,22.2,58.3,0
2025-12-25T00:03:40.683422,22.2,58.3,0
2025-12-25T00:03:42.938041,22.2,58.2,0
2025-12-25T00:03:45.192563,22.2,58.2,0
2025-12-25T00:03:47.446611,22.2,58.3,0
2025-12-25T00:03:49.701132,22.2,58.2,0
2025-12-25T00:03:51.955376,22.2,58.2,0
2025-12-25T00:03:54.209901,22.2,58.2,0
2025-12-25T00:03:56.464376,22.2,58.2,0
2025-12-25T00:03:58.718447,22.2,58.2,0
2025-12-25T00:04:00.972754,22.2,58.2,0
2025-12-25T00:04:03.226904,22.2,58.2,0
2025-12-25T00:04:05.481594,22.2,58.2,0
2025-12-25T00:04:07.736054,22.2,58.2,0
2025-12-25T00:04:09.990763,22.2,58.2,0
2025-12-25T00:04:12.245384,22.2,58.2,0
2025-12-25T00:04:14.499964,22.2,58.1,0
2025-12-25T00:04:16.754322,22.2,58.2,0
2025-12-25T00:04:19.008914,22.2,58.1,0
2025-12-25T00:04:21.262890,22.2,58.1,0
2025-12-25T00:04:23.517288,22.2,58.1,0
2025-12-25T00:04:25.771831,22.2,58.1,0
2025-12-25T00:04:28.026341,22.2,58.2,0
2025-12-25T00:04:30.280889,22.2,58.1,0
2025-12-25T00:04:32.534852,22.2,58.1,0
2025-12-25T00:04:34.789453,22.2,58.1,0
2025-12-25T00:04:37.044170,22.2,58.0,0
2025-12-25T00:04:39.300795,22.2,58.1,0
2025-12-25T00:04:41.555304,22.2,58.1,0
2025-12-25T00:04:43.810118,22.2,58.1,0
2025-12-25T00:04:46.064736,22.2,58.1,0
2025-12-25T00:04:48.319314,22.2,58.1,0
2025-12-25T00:04:50.573725,22.2,58.1,0
2025-12-25T00:04:52.828327,22.2,58.0,0
2025-12-25T00:04:55.082540,22.2,58.1,0
2025-12-25T00:04:57.336886,22.2,58.0,0
2025-12-25T00:04:59.590856,22.2,58.0,0
2025-12-25T00:05:01.845399,22.2,58.0,0
2025-12-25T00:05:04.100157,22.2,58.0,0
2025-12-25T00:05:06.355919,22.2,58.0,0
2025-12-25T00:05:08.610395,22.2,58.0,0
2025-12-25T00:05:10.865088,22.2,58.0,0
2025-12-25T00:05:13.119681,22.2,58.0,0
2025-12-25T00:05:15.373810,22.2,58.0,0
2025-12-25T00:05:17.628142,22.2,58.0,0
2025-12-25T00:05:19.882801,22.2,58.0,0
2025-12-25T00:05:22.137318,22.2,58.0,0
2025-12-25T00:05:24.392174,22.2,58.0,0
2025-12-25T00:05:26.646839,22.2,58.0,0
2025-12-25T00:05:28.901006,22.2,58.0,0
2025-12-25T00:05:31.155402,22.2,58.0,0
2025-12-25T00:05:33.410104,22.2,58.0,0
2025-12-25T00:05:35.664422,22.2,58.0,0
2025-12-25T00:05:37.919222,22.2,57.9,0
2025-12-25T00:05:40.173865,22.2,57.9,0
2025-12-25T00:05:42.428391,22.2,58.0,0
2025-12-25T00:05:44.682752,22.2,57.9,0
2025-12-25T00:05:46.937398,22.2,57.9,0
2025-12-25T00:05:49.191461,22.2,57.9,0
2025-12-25T00:05:51.446011,22.2,57.9,0
2025-12-25T00:05:53.700582,22.2,57.9,0
2025-12-25T00:05:55.955220,22.2,57.9,0
2025-12-25T00:05:58.209968,22.2,58.0,0
2025-12-25T00:06:00.464603,22.2,57.9,0
2025-12-25T00:06:02.718784,22.2,57.9,0
2025-12-25T00:06:04.973019,22.2,57.9,0
2025-12-25T00:06:07.227664,22.2,58.0,0
2025-12-25T00:06:09.482345,22.2,57.9,0
2025-12-25T00:06:11.736830,22.2,57.9,0
2025-12-25T00:06:13.991417,22.2,57.9,0
2025-12-25T00:06:16.245923,22.2,57.9,0
2025-12-25T00:06:18.500412,22.2,57.9,0
2025-12-25T00:06:20.755097,22.2,57.9,0
2025-12-25T00:06:23.009552,22.2,57.9,0
2025-12-25T00:06:25.264327,22.2,57.9,0
2025-12-25T00:06:27.519077,22.2,57.9,0
2025-12-25T00:06:29.773644,22.2,57.9,0
2025-12-25T00:06:32.028132,22.2,57.9,0
2025-12-25T00:06:34.282753,22.2,57.9,0
2025-12-25T00:06:36.537322,22.2,57.9,0
2025-12-25T00:06:38.791919,22.2,57.9,0
2025-12-25T00:06:41.047819,22.2,57.9,0
2025-12-25T00:06:43.301961,22.2,57.9,0
2025-12-25T00:06:45.556721,22.2,57.9,0
2025-12-25T00:06:47.811357,22.2,57.9,0
2025-12-25T00:06:50.065652,22.2,57.8,0
2025-12-25T00:06:52.320331,22.2,57.9,0
2025-12-25T00:06:54.575068,22.2,57.9,0
2025-12-25T00:06:56.829645,22.2,57.8,0
2025-12-25T00:06:59.084293,22.2,57.9,0
2025-12-25T00:07:01.340963,22.2,57.9,0
2025-12-25T00:07:03.595527,22.2,57.9,0
2025-12-25T00:07:05.850219,22.2,57.8,0
2025-12-25T00:07:08.104810,22.2,57.9,0
