timestamp,temperature_C,humidity,pir_motion,anomaly_flag,anomaly_type,anomaly_source
2026-01-27 00:00:00.863263,21.0,67.4,0,0,none,none
2026-01-27 00:00:03.117776,21.0,67.3,0,0,none,none
2026-01-27 00:00:05.372261,21.0,67.3,0,0,none,none
2026-01-27 00:00:07.627333,21.0,67.3,0,0,none,none
2026-01-27 00:00:09.882273,21.0,67.4,0,0,none,none
2026-01-27 00:00:12.137047,21.0,67.4,0,0,none,none
2026-01-27 00:00:14.392063,21.0,67.3,0,0,none,none
2026-01-27 00:00:16.647063,21.0,67.4,0,0,none,none
2026-01-27 00:00:18.901844,21.0,67.4,0,0,none,none
2026-01-27 00:00:21.156810,21.0,67.4,0,0,none,none
2026-01-27 00:00:23.411713,21.1,67.4,0,0,none,none
2026-01-27 00:00:25.666517,21.0,67.4,0,0,none,none
2026-01-27 00:00:27.921512,21.0,67.4,0,0,none,none
2026-01-27 00:00:30.176479,21.0,67.4,0,0,none,none
2026-01-27 00:00:32.431259,21.0,67.4,0,0,none,none
2026-01-27 00:00:34.686227,21.0,67.4,0,0,none,none
2026-01-27 00:00:36.941109,21.0,67.5,0,0,none,none
2026-01-27 00:00:39.195878,21.0,67.5,0,0,none,none
2026-01-27 00:00:41.450973,21.0,67.5,0,0,none,none
2026-01-27 00:00:43.705988,21.0,67.5,0,0,none,none
2026-01-27 00:00:45.960715,21.0,67.5,0,0,none,none
2026-01-27 00:00:48.215665,21.0,67.5,0,0,none,none
2026-01-27 00:00:50.470619,21.0,67.5,0,0,none,none
2026-01-27 00:00:52.725411,21.0,67.5,0,0,none,none
2026-01-27 00:00:54.980231,21.0,67.5,0,0,none,none
2026-01-27 00:00:57.235159,21.0,67.5,0,0,none,none
2026-01-27 00:00:59.489995,21.0,67.5,0,0,none,none
2026-01-27 00:01:01.745006,21.0,67.5,0,0,none,none
2026-01-27 00:01:03.999901,21.0,67.5,0,0,none,none
2026-01-27 00:01:06.254518,21.0,67.5,0,0,none,none
2026-01-27 00:01:08.508978,21.0,67.5,0,0,none,none
2026-01-27 00:01:10.765471,21.0,67.6,0,0,none,none
2026-01-27 00:01:13.020108,21.0,67.5,0,0,none,none
2026-01-27 00:01:15.275053,21.0,67.5,0,0,none,none
2026-01-27 00:01:17.530138,21.0,67.5,0,0,none,none
2026-01-27 00:01:19.784772,21.0,67.5,0,0,none,none
2026-01-27 00:01:22.039657,21.0,67.5,0,0,none,none
2026-01-27 00:01:24.294561,21.0,67.5,0,0,none,none
2026-01-27 00:01:26.549439,21.0,67.5,0,0,none,none
2026-01-27 00:01:28.803995,21.0,67.5,0,0,none,none
2026-01-27 00:01:31.058470,21.0,67.6,0,0,none,none
2026-01-27 00:01:33.313217,21.0,67.6,0,0,none,none
2026-01-27 00:01:35.568084,21.0,67.6,0,0,none,none
2026-01-27 00:01:37.822493,21.0,67.6,0,0,none,none
2026-01-27 00:01:40.077203,21.0,67.6,0,0,none,none
2026-01-27 00:01:42.331599,21.0,67.6,0,0,none,none
2026-01-27 00:01:44.586606,21.0,67.6,0,0,none,none
2026-01-27 00:01:46.841223,21.0,67.6,0,0,none,none
2026-01-27 00:01:49.095935,21.0,67.6,0,0,none,none
2026-01-27 00:01:51.350899,21.0,67.6,0,0,none,none
2026-01-27 00:01:53.605801,21.0,67.6,0,0,none,none
2026-01-27 00:01:55.860643,21.0,67.6,0,0,none,none
2026-01-27 00:01:58.115404,21.0,67.6,0,0,none,none
2026-01-27 00:02:00.370107,21.0,67.6,0,0,none,none
2026-01-27 00:02:02.625005,21.0,67.6,0,0,none,none
2026-01-27 00:02:04.879471,21.0,67.6,0,0,none,none
2026-01-27 00:02:07.133772,21.0,67.6,0,0,none,none
2026-01-27 00:02:09.388688,21.0,67.5,0,0,none,none
2026-01-27 00:02:11.643094,21.0,67.5,0,0,none,none
2026-01-27 00:02:13.897725,21.0,67.6,0,0,none,none
2026-01-27 00:02:16.152622,21.0,67.6,0,0,none,none
2026-01-27 00:02:18.406944,21.0,67.6,0,0,none,none
2026-01-27 00:02:20.661776,21.0,67.6,0,0,none,none
2026-01-27 00:02:22.916737,21.0,67.5,0,0,none,none
2026-01-27 00:02:25.171420,21.0,67.5,0,0,none,none
2026-01-27 00:02:27.425833,21.0,67.5,0,0,none,none
2026-01-27 00:02:29.680663,21.0,67.6,0,0,none,none
2026-01-27 00:02:31.935040,21.0,67.5,0,0,none,none
2026-01-27 00:02:34.189885,21.0,67.5,0,0,none,none
2026-01-27 00:02:36.444840,21.0,67.6,0,0,none,none
2026-01-27 00:02:38.699763,21.0,67.5,0,0,none,none
2026-01-27 00:02:40.954391,21.0,67.5,0,0,none,none
2026-01-27 00:02:43.209150,21.0,67.5,0,0,none,none
2026-01-27 00:02:45.464178,21.0,67.5,0,0,none,none
2026-01-27 00:02:47.718608,21.0,67.5,0,0,none,none
2026-01-27 00:02:49.973542,21.0,67.5,0,0,none,none
2026-01-27 00:02:52.228481,21.0,67.5,0,0,none,none
2026-01-27 00:02:54.483306,21.0,67.5,0,0,none,none
2026-01-27 00:02:56.738113,21.0,67.5,0,0,none,none
2026-01-27 00:02:58.992891,21.0,67.5,0,0,none,none
2026-01-27 00:03:01.247566,21.0,67.5,0,0,none,none
2026-01-27 00:03:03.502637,21.0,67.5,0,0,none,none
2026-01-27 00:03:05.756975,21.0,67.5,0,0,none,none
2026-01-27 00:03:08.011662,21.0,67.5,0,0,none,none
2026-01-27 00:03:10.266128,21.0,67.5,0,0,none,none
2026-01-27 00:03:12.521161,21.0,67.5,0,0,none,none
2026-01-27 00:03:14.775862,21.0,67.5,0,0,none,none
2026-01-27 00:03:17.030808,21.0,67.5,0,0,none,none
2026-01-27 00:03:19.285562,21.0,67.5,0,0,none,none
2026-01-27 00:03:21.540299,21.0,67.5,0,0,none,none
2026-01-27 00:03:23.795179,21.0,67.5,0,0,none,none
2026-01-27 00:03:26.050122,21.0,67.5,0,0,none,none
2026-01-27 00:03:28.304826,21.0,67.5,0,0,none,none
2026-01-27 00:03:30.559848,21.0,67.5,0,0,none,none
2026-01-27 00:03:32.814431,21.0,67.5,0,0,none,none
2026-01-27 00:03:35.069162,21.0,67.5,0,0,none,none
2026-01-27 00:03:37.323913,21.0,67.5,0,0,none,none
2026-01-27 00:03:39.578819,21.0,67.5,0,0,none,none
2026-01-27 00:03:41.833605,21.0,67.5,0,0,none,none
2026-01-27 00:03:44.088480,21.0,67.5,0,0,none,none
2026-01-27 00:03:46.343179,21.0,67.5,0,0,none,none
2026-01-27 00:03:48.598018,21.0,67.5,0,0,none,none
2026-01-27 00:03:50.852947,21.0,67.5,0,0,none,none
2026-01-27 00:03:53.107832,21.0,67.5,0,0,none,none
2026-01-27 00:03:55.362225,21.0,67.5,0,0,none,none
2026-01-27 00:03:57.617280,21.0,67.5,0,0,none,none
2026-01-27 00:03:59.872136,21.0,67.5,0,0,none,none
2026-01-27 00:04:02.126772,21.0,67.5,0,0,none,none
2026-01-27 00:04:04.381795,21.0,67.5,0,0,none,none
2026-01-27 00:04:06.636633,21.0,67.5,0,0,none,none
2026-01-27 00:04:08.891337,21.0,67.5,0,0,none,none
2026-01-27 00:04:11.146206,21.0,67.5,0,0,none,none
2026-01-27 00:04:13.401076,21.0,67.5,0,0,none,none
2026-01-27 00:04:15.655861,21.0,67.5,0,0,none,none
2026-01-27 00:04:17.910588,21.0,67.5,0,0,none,none
2026-01-27 00:04:20.165446,21.0,67.5,0,0,none,none
2026-01-27 00:04:22.420015,21.0,67.5,0,0,none,none
2026-01-27 00:04:24.674946,21.0,67.5,0,0,none,none
2026-01-27 00:04:26.929854,21.0,67.5,0,0,none,none
2026-01-27 00:04:29.184577,21.0,67.5,0,0,none,none
2026-01-27 00:04:31.439384,21.0,67.5,0,0,none,none
2026-01-27 00:04:33.696399,21.0,67.4,0,0,none,none
2026-01-27 00:04:35.950705,21.0,67.5,0,0,none,none
2026-01-27 00:04:38.205151,21.0,67.5,0,0,none,none
2026-01-27 00:04:40.460072,21.0,67.5,0,0,none,none
2026-01-27 00:04:42.714708,21.0,67.5,0,0,none,none
2026-01-27 00:04:44.969605,21.0,67.5,0,0,none,none
2026-01-27 00:04:47.224449,21.0,67.4,0,0,none,none
2026-01-27 00:04:49.478951,21.0,67.5,0,0,none,none
2026-01-27 00:04:51.733900,21.0,67.5,0,0,none,none
