timestamp,temperature_C,humidity,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,anomaly_flag,anomaly_type,anomaly_source
2026-01-29T00:00:01.702,19.2,53.1,0.1569064,-2.0005566,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:03.958,19.2,53.1,0.1176798,-2.0397832,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:06.213,19.2,53.1,0.196133,-2.0397832,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:08.469,19.2,53.1,0.196133,-2.0397832,11.3364874,1,holiday_clean,injected
2026-01-29T00:00:10.725,19.2,53.1,0.196133,-2.0397832,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:12.980,19.2,53.1,0.196133,-2.0790097999999997,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:15.239,19.2,53.1,0.1569064,-2.0397832,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:17.495,19.2,53.1,0.2353596,-2.0397832,11.3364874,1,holiday_clean,injected
2026-01-29T00:00:19.750,19.2,53.1,0.1569064,-2.0790097999999997,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:22.006,19.2,53.1,0.196133,-2.0397832,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:24.267,19.2,53.1,0.1569064,-2.0005566,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:26.523,19.2,53.1,0.196133,-2.0397832,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:28.779,19.2,53.2,0.1569064,-2.0397832,11.493393799999998,1,holiday_clean,injected
2026-01-29T00:00:31.034,19.2,53.2,0.1569064,-2.0790097999999997,11.375713999999999,1,holiday_clean,injected
2026-01-29T00:00:33.290,19.2,53.1,0.1176798,-2.0397832,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:35.545,19.2,53.2,0.2353596,-2.0397832,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:37.801,19.2,53.1,0.196133,-2.0790097999999997,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:40.059,19.2,53.2,0.1176798,-2.0397832,11.414940599999998,1,holiday_clean,injected
2026-01-29T00:00:42.315,19.2,53.2,0.196133,-2.0397832,11.375713999999999,1,holiday_clean,injected
2026-01-29T00:00:44.575,19.2,53.1,0.1569064,-2.0397832,11.375713999999999,1,holiday_clean,injected
2026-01-29T00:00:46.831,19.2,53.2,0.2353596,-2.0397832,11.493393799999998,1,holiday_clean,injected
2026-01-29T00:00:49.087,19.2,53.2,0.1569064,-2.0005566,11.454167199999999,1,holiday_clean,injected
2026-01-29T00:00:51.343,19.2,53.2,0.196133,-2.0790097999999997,11.414940599999998,1,holiday_clean,injected
