timestamp,temperature_C,humidity,mq_raw,mq_gas_detected,anomaly_flag,anomaly_type,anomaly_source
2025-12-11T00:01:55.302,19.8,56.6,1,,,0,none,none
2025-12-11T00:01:57.557,19.8,56.6,1,,,0,none,none
2025-12-11T00:01:59.811,19.8,56.8,1,,,0,none,none
2025-12-11T00:02:02.066,19.8,56.7,1,,,0,none,none
2025-12-11T00:02:04.323,19.8,56.5,1,,,0,none,none
2025-12-11T00:02:06.578,19.8,56.6,1,,,0,none,none
2025-12-11T00:02:08.835,19.8,56.5,1,,,0,none,none
2025-12-11T00:02:11.090,19.8,56.4,1,,,0,none,none
2025-12-11T00:02:13.344,19.8,56.3,1,,,0,none,none
2025-12-11T00:02:15.603,19.8,56.5,1,,,0,none,none
2025-12-11T00:02:17.858,19.8,56.6,1,,,0,none,none
2025-12-11T00:02:20.113,19.8,56.7,1,,,0,none,none
2025-12-11T00:02:22.367,19.9,56.8,1,,,0,none,none
2025-12-11T00:02:24.622,19.8,56.9,1,,,0,none,none
2025-12-11T00:02:26.876,19.8,56.9,1,,,0,none,none
2025-12-11T00:02:29.135,19.8,56.7,1,,,0,none,none
2025-12-11T00:02:31.390,19.8,56.7,1,,,0,none,none
2025-12-11T00:02:33.648,19.8,56.7,1,,,0,none,none
2025-12-11T00:02:35.902,19.8,56.9,1,,,0,none,none
2025-12-11T00:02:38.159,19.8,56.8,1,,,0,none,none
2025-12-11T00:02:40.414,19.9,56.7,1,,,0,none,none
2025-12-11T00:02:42.668,19.9,56.7,1,,,0,none,none
2025-12-11T00:02:44.927,19.8,56.6,1,,,0,none,none
2025-12-11T00:02:47.182,19.8,56.6,1,,,0,none,none
2025-12-11T00:02:49.439,19.8,56.3,1,,,0,none,none
2025-12-11T00:02:51.699,19.8,56.3,1,,,0,none,none
2025-12-11T00:02:53.954,19.8,56.2,1,,,0,none,none
2025-12-11T00:02:56.211,19.8,56.2,1,,,0,none,none
2025-12-11T00:02:58.471,19.8,56.1,1,,,0,none,none
2025-12-11T00:03:00.726,19.8,56.1,1,,,0,none,none
2025-12-11T00:03:02.983,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:05.238,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:07.492,19.8,56.3,1,,,0,none,none
2025-12-11T00:03:09.751,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:12.006,19.8,56.0,1,,,0,none,none
2025-12-11T00:03:14.261,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:16.515,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:18.775,19.8,56.1,1,,,0,none,none
2025-12-11T00:03:21.030,19.9,56.2,1,,,0,none,none
2025-12-11T00:03:23.284,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:25.539,19.8,56.3,1,,,0,none,none
2025-12-11T00:03:27.794,19.8,56.5,1,,,0,none,none
2025-12-11T00:03:30.051,19.8,56.4,1,,,0,none,none
2025-12-11T00:03:32.311,19.8,56.3,1,,,0,none,none
2025-12-11T00:03:34.572,19.8,56.1,1,,,0,none,none
2025-12-11T00:03:36.831,19.8,56.1,1,,,0,none,none
2025-12-11T00:03:39.091,19.8,56.2,1,,,0,none,none
2025-12-11T00:03:41.346,19.8,56.3,1,,,0,none,none
2025-12-11T00:03:43.600,19.8,56.5,1,,,0,none,none
2025-12-11T00:03:45.855,19.8,56.6,1,,,0,none,none
2025-12-11T00:03:48.110,19.8,56.7,1,,,0,none,none
2025-12-11T00:03:50.364,19.8,56.7,1,,,0,none,none
2025-12-11T00:03:52.619,19.8,56.6,1,,,0,none,none
2025-12-11T00:03:54.873,19.8,56.5,1,,,0,none,none
2025-12-11T00:03:57.128,19.8,56.4,1,,,0,none,none
2025-12-11T00:03:59.387,19.8,56.5,1,,,0,none,none
2025-12-11T00:04:01.642,19.8,56.5,1,,,0,none,none
2025-12-11T00:04:03.899,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:06.159,19.8,56.3,1,,,0,none,none
2025-12-11T00:04:08.414,19.8,56.2,1,,,0,none,none
2025-12-11T00:04:10.671,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:12.926,19.8,56.2,1,,,0,none,none
2025-12-11T00:04:15.181,19.8,56.2,1,,,0,none,none
2025-12-11T00:04:17.435,19.8,56.1,1,,,0,none,none
2025-12-11T00:04:19.689,19.8,56.2,1,,,0,none,none
2025-12-11T00:04:21.948,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:24.202,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:26.457,19.8,56.2,1,,,0,none,none
2025-12-11T00:04:28.711,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:30.967,19.8,56.5,1,,,0,none,none
2025-12-11T00:04:33.222,19.8,56.6,1,,,0,none,none
2025-12-11T00:04:35.476,19.8,56.7,1,,,0,none,none
2025-12-11T00:04:37.731,19.8,56.9,1,,,0,none,none
2025-12-11T00:04:39.986,19.8,56.8,1,,,0,none,none
2025-12-11T00:04:42.240,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:44.495,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:46.749,19.8,56.4,1,,,0,none,none
2025-12-11T00:04:49.004,19.8,56.5,1,,,0,none,none
2025-12-11T00:04:51.259,19.8,56.6,1,,,0,none,none
2025-12-11T00:04:53.514,19.8,56.7,1,,,0,none,none
2025-12-11T00:04:55.769,,,1,,,0,none,none
2025-12-11T00:04:58.024,19.8,56.8,1,,,0,none,none
2025-12-11T00:05:00.279,19.8,56.8,1,,,0,none,none
2025-12-11T00:05:02.534,19.8,56.8,1,,,0,none,none
2025-12-11T00:05:04.789,19.8,56.6,1,,,0,none,none
2025-12-11T00:05:07.044,19.8,56.7,1,,,0,none,none
2025-12-11T00:05:09.299,19.8,56.7,1,,,0,none,none
2025-12-11T00:05:11.553,19.8,56.6,1,,,0,none,none
2025-12-11T00:05:13.808,19.8,56.7,1,,,0,none,none
2025-12-11T00:05:16.063,19.8,56.8,1,,,0,none,none
2025-12-11T00:05:18.318,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:20.573,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:22.828,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:25.083,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:27.338,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:29.593,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:31.848,19.8,56.8,1,,,0,none,none
2025-12-11T00:05:34.102,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:36.357,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:38.611,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:40.866,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:43.121,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:45.379,19.8,57.0,1,,,0,none,none
2025-12-11T00:05:47.634,19.8,57.1,1,,,0,none,none
2025-12-11T00:05:49.888,19.8,57.2,1,,,0,none,none
2025-12-11T00:05:52.148,19.8,57.2,1,,,0,none,none
2025-12-11T00:05:54.402,19.8,57.1,1,,,0,none,none
2025-12-11T00:05:56.657,19.8,56.9,1,,,0,none,none
2025-12-11T00:05:58.912,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:01.167,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:03.422,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:05.677,19.8,56.6,1,,,0,none,none
2025-12-11T00:06:07.932,19.8,56.4,1,,,0,none,none
2025-12-11T00:06:10.187,19.8,56.3,1,,,0,none,none
2025-12-11T00:06:12.442,19.8,56.4,1,,,0,none,none
2025-12-11T00:06:14.697,19.8,56.5,1,,,0,none,none
2025-12-11T00:06:16.952,19.8,56.3,1,,,0,none,none
2025-12-11T00:06:19.207,19.8,56.3,1,,,0,none,none
2025-12-11T00:06:21.461,19.8,56.1,1,,,0,none,none
2025-12-11T00:06:23.716,19.8,56.2,1,,,0,none,none
2025-12-11T00:06:25.971,19.8,56.2,1,,,0,none,none
2025-12-11T00:06:28.226,19.8,56.4,1,,,0,none,none
2025-12-11T00:06:30.481,19.8,56.6,1,,,0,none,none
2025-12-11T00:06:32.736,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:34.994,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:37.252,19.8,56.9,1,,,0,none,none
2025-12-11T00:06:39.506,19.8,57.0,1,,,0,none,none
2025-12-11T00:06:41.763,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:44.024,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:46.284,19.8,56.9,1,,,0,none,none
2025-12-11T00:06:48.538,19.8,56.9,1,,,0,none,none
2025-12-11T00:06:50.793,19.8,56.9,1,,,0,none,none
2025-12-11T00:06:53.048,19.8,56.9,1,,,0,none,none
2025-12-11T00:06:55.303,19.8,56.8,1,,,0,none,none
2025-12-11T00:06:57.558,19.8,56.6,1,,,0,none,none
2025-12-11T00:06:59.813,19.8,56.6,1,,,0,none,none
