timestamp,temperature_C,humidity,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,anomaly_flag,anomaly_type,anomaly_source
2026-01-12T00:00:01.824,19.7,44.5,0.3138128,-1.8436502,30.732034296761753,1,adxl_spike,injected
2026-01-12T00:00:04.080,19.7,44.6,1.077033049935559,-1.8828768,11.0226746,1,adxl_spike,injected
2026-01-12T00:00:06.336,19.7,44.6,0.2353596,-1.8436502,46.0994276537251,1,adxl_spike,injected
2026-01-12T00:00:08.591,19.7,44.6,0.8276644595248541,-5.4389378768776115,33.34305394085841,1,adxl_spike,injected
2026-01-12T00:00:10.847,19.7,44.6,0.4005826126909119,-4.806991352290942,28.54151115422747,1,adxl_spike,injected
2026-01-12T00:00:13.105,19.7,44.7,0.2745862,-1.8436502,27.260340388411134,1,adxl_spike,injected
2026-01-12T00:00:15.365,19.7,44.6,1.3607163476349182,-8.941850284458033,54.817430004721,1,adxl_spike,injected
2026-01-12T00:00:17.621,19.7,44.7,0.5840867110920814,-6.863018855331957,41.470156487537785,1,adxl_spike,injected
2026-01-12T00:00:19.876,19.7,44.7,0.8629853102018757,-5.79432993992688,34.76597963956129,1,adxl_spike,injected
2026-01-12T00:00:22.131,19.7,44.7,0.196133,-1.8436502,11.061901200000001,0,none,none
2026-01-12T00:00:24.387,19.7,44.7,0.1569064,-1.8828768,11.179581,0,none,none
2026-01-12T00:00:26.643,19.7,44.7,0.3138128,-1.8436502,11.0226746,0,none,none
2026-01-12T00:00:28.898,19.7,44.7,0.2745862,-1.8436502,11.061901200000001,0,none,none
2026-01-12T00:00:31.154,19.7,44.7,0.2745862,-1.8436502,11.1011278,0,none,none
2026-01-12T00:00:33.410,19.7,44.7,0.3138128,-1.8436502,10.983448000000001,0,none,none
2026-01-12T00:00:35.666,19.7,44.7,0.196133,-1.8828768,11.1403544,0,none,none
2026-01-12T00:00:37.922,19.7,44.8,0.2353596,-1.8436502,11.061901200000001,0,none,none
2026-01-12T00:00:40.177,19.7,44.8,0.2745862,-1.8436502,11.1011278,0,none,none
2026-01-12T00:00:42.433,19.7,44.8,0.196133,-1.8436502,11.1403544,0,none,none
2026-01-12T00:00:44.689,19.7,44.7,0.2745862,-1.8436502,11.0226746,0,none,none
2026-01-12T00:00:46.944,19.7,44.7,0.2745862,-1.8044235999999998,11.0226746,0,none,none
2026-01-12T00:00:49.200,19.7,44.7,0.1569064,-1.8044235999999998,11.179581,0,none,none
2026-01-12T00:00:51.456,19.7,44.6,0.2353596,-1.765197,11.061901200000001,0,none,none
2026-01-12T00:00:53.712,19.7,44.6,0.196133,-1.8828768,11.1011278,0,none,none
2026-01-12T00:00:55.967,19.7,44.6,0.1569064,-1.8436502,11.1403544,0,none,none
2026-01-12T00:00:58.223,19.7,44.5,0.2745862,-1.8828768,11.0226746,0,none,none
2026-01-12T00:01:00.479,19.7,44.5,0.2353596,-1.8436502,11.061901200000001,0,none,none
2026-01-12T00:01:02.734,19.7,44.5,0.1569064,-1.8436502,11.1011278,0,none,none
2026-01-12T00:01:04.990,19.7,44.4,0.3530394,-1.8436502,10.9442214,0,none,none
2026-01-12T00:01:07.246,19.7,44.4,0.2745862,-1.8044235999999998,11.0226746,0,none,none
2026-01-12T00:01:09.501,19.7,44.4,0.1569064,-1.8436502,11.1011278,0,none,none
2026-01-12T00:01:11.757,19.7,44.4,0.2745862,-1.8044235999999998,11.0226746,0,none,none
2026-01-12T00:01:14.013,19.7,44.4,0.196133,-1.9221034,11.179581,0,none,none
2026-01-12T00:01:16.268,19.7,44.4,0.196133,-1.8436502,11.179581,0,none,none
2026-01-12T00:01:18.524,19.7,44.4,0.2353596,-1.8044235999999998,11.0226746,0,none,none
2026-01-12T00:01:20.780,19.7,44.5,0.3138128,-1.8436502,11.0226746,0,none,none
