"timestamp","temperature_C","humidity","accel_x_m_s2","accel_y_m_s2","accel_z_m_s2","anomaly_flag","anomaly_type","anomaly_source"
"2025-12-12T00:00:01.545","20.5","54.6","0.1176798","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:00:03.805","20.5","54.7","0.196133","-2.0005566","11.414940599999998","0","none","none"
"2025-12-12T00:00:06.060","20.5","54.6","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:08.321","20.5","54.6","0.1569064","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:00:10.576","20.5","54.6","0.1569064","-2.0005566","11.2580342","0","none","none"
"2025-12-12T00:00:12.837","20.5","54.6","0.196133","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:15.092","20.5","54.7","0.1176798","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:00:17.353","20.5","54.7","0.1176798","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:00:19.608","20.5","54.6","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:21.864","20.5","54.6","0.1176798","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:00:24.125","20.5","54.7","0.1176798","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:00:26.385","20.5","54.7","0.0784532","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:00:28.641","20.5","54.7","0.1569064","-2.0397832","11.375713999999999","0","none","none"
"2025-12-12T00:00:30.896","20.5","54.7","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:33.152","20.5","54.7","0.0784532","-1.96133","11.375713999999999","0","none","none"
"2025-12-12T00:00:35.408","20.5","54.7","0.1176798","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:00:37.664","20.5","54.7","0.1176798","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:39.920","20.5","54.7","0.196133","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:00:42.175","20.5","54.7","0.1176798","-2.0005566","11.2580342","0","none","none"
"2025-12-12T00:00:44.431","20.5","54.7","0.1176798","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:00:46.687","20.5","54.7","0.1569064","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:00:48.943","20.5","54.7","0.1176798","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:00:51.199","20.5","54.7","0.196133","-2.0790097999999997","11.2972608","0","none","none"
"2025-12-12T00:00:53.454","20.5","54.7","0.1176798","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:00:55.710","20.5","54.7","0.1569064","-2.0005566","11.2580342","0","none","none"
"2025-12-12T00:00:57.966","20.5","54.7","0.1569064","-1.96133","11.375713999999999","0","none","none"
"2025-12-12T00:01:00.222","20.5","54.7","0.1569064","-2.0790097999999997","11.375713999999999","0","none","none"
"2025-12-12T00:01:02.478","20.5","54.7","0.1569064","-1.96133","11.3364874","0","none","none"
"2025-12-12T00:01:04.734","20.5","54.7","0.1569064","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:01:06.989","20.5","54.7","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:01:09.245","20.5","54.7","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:01:11.501","20.5","54.7","0.1176798","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:01:13.757","20.5","54.7","0.1569064","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:01:16.013","20.5","54.7","0.0784532","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:01:18.268","20.5","54.7","0.1569064","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:01:20.524","20.5","54.7","0.1569064","-1.96133","11.2972608","0","none","none"
"2025-12-12T00:01:22.780","20.5","54.7","0.1176798","-2.0397832","11.2580342","0","none","none"
"2025-12-12T00:01:25.036","20.5","54.7","0.1569064","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:01:27.292","20.5","54.7","0.1569064","-2.0397832","11.375713999999999","0","none","none"
"2025-12-12T00:01:29.547","20.5","54.7","0.196133","-2.0397832","11.3364874","0","none","none"
"2025-12-12T00:01:31.803","20.5","54.8","0.1569064","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:01:34.059","20.5","54.8","0.1569064","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:01:36.315","20.5","54.8","0.1569064","-2.0790097999999997","11.2972608","0","none","none"
"2025-12-12T00:01:38.570","20.5","54.8","0.1176798","-2.0005566","11.3364874","0","none","none"
"2025-12-12T00:01:40.826","20.5","54.9","0.1569064","-2.0005566","11.375713999999999","0","none","none"
"2025-12-12T00:01:43.082","20.5","54.9","0.1176798","-2.0005566","11.2972608","0","none","none"
"2025-12-12T00:01:45.338","20.5","55.0","0.1176798","-2.0397832","11.2972608","0","none","none"
"2025-12-12T00:01:47.594","20.5","55.0","0.1569064","-2.0790097999999997","11.2580342","0","none","none"
