timestamp,temperature_C,humidity,mq_gas_detected
2025-12-27T00:00:00.088,19.3,49.4,0
2025-12-27T00:00:02.343,19.3,49.4,0
2025-12-27T00:00:04.598,19.4,49.5,0
2025-12-27T00:00:06.853,19.3,49.4,0
2025-12-27T00:00:09.108,19.3,49.3,0
2025-12-27T00:00:11.362,19.4,49.4,0
2025-12-27T00:00:13.617,19.3,49.4,0
2025-12-27T00:00:15.872,19.3,49.5,0
2025-12-27T00:00:18.127,19.3,49.6,0
2025-12-27T00:00:20.382,19.3,49.6,0
2025-12-27T00:00:22.636,19.3,49.4,0
2025-12-27T00:00:24.891,19.4,49.6,0
2025-12-27T00:00:27.146,19.3,49.4,0
2025-12-27T00:00:29.401,19.3,49.3,0
2025-12-27T00:00:31.655,19.3,49.3,0
2025-12-27T00:00:33.910,19.3,49.3,0
2025-12-27T00:00:36.165,19.3,49.2,0
2025-12-27T00:00:38.420,19.3,49.2,0
2025-12-27T00:00:40.674,19.3,49.2,0
2025-12-27T00:00:42.929,19.3,49.2,0
2025-12-27T00:00:45.184,19.3,49.3,0
2025-12-27T00:00:47.438,19.4,49.4,0
2025-12-27T00:00:49.693,19.3,49.5,0
2025-12-27T00:00:51.948,19.3,49.6,0
2025-12-27T00:00:54.203,19.3,49.6,0
2025-12-27T00:00:56.458,19.4,49.8,0
2025-12-27T00:00:58.712,19.3,49.6,0
2025-12-27T00:01:00.967,19.4,49.6,0
2025-12-27T00:01:03.222,19.3,49.6,0
2025-12-27T00:01:05.477,19.3,49.8,0
2025-12-27T00:01:07.731,19.4,49.9,0
2025-12-27T00:01:09.986,19.3,49.9,0
2025-12-27T00:01:12.241,19.3,50.0,0
2025-12-27T00:01:14.496,19.3,50.0,0
2025-12-27T00:01:16.751,19.3,50.0,0
2025-12-27T00:01:19.005,19.3,50.1,0
2025-12-27T00:01:21.259,19.4,50.1,0
2025-12-27T00:01:23.514,19.3,50.0,0
2025-12-27T00:01:25.768,19.3,50.0,0
2025-12-27T00:01:28.025,19.3,49.7,0
2025-12-27T00:01:30.280,19.3,49.8,0
2025-12-27T00:01:32.537,19.3,50.0,0
2025-12-27T00:01:34.792,19.3,50.0,0
2025-12-27T00:01:37.046,19.3,49.9,0
2025-12-27T00:01:39.305,19.3,50.0,0
2025-12-27T00:01:41.565,19.3,50.0,0
2025-12-27T00:01:43.825,19.4,50.0,0
2025-12-27T00:01:46.085,19.4,50.1,0
2025-12-27T00:01:48.339,19.3,50.0,0
2025-12-27T00:01:50.594,19.3,49.9,0
2025-12-27T00:01:52.853,19.3,49.7,0
2025-12-27T00:01:55.108,19.3,49.7,0
2025-12-27T00:01:57.365,19.3,49.8,0
2025-12-27T00:01:59.625,19.3,49.7,0
2025-12-27T00:02:01.885,19.3,49.7,0
2025-12-27T00:02:04.145,19.3,49.6,0
2025-12-27T00:02:06.405,19.4,49.8,0
2025-12-27T00:02:08.665,19.3,49.8,0
2025-12-27T00:02:10.920,19.3,49.8,0
2025-12-27T00:02:13.177,19.3,49.8,0
2025-12-27T00:02:15.432,19.3,49.8,0
2025-12-27T00:02:17.689,19.3,49.8,0
2025-12-27T00:02:19.949,19.3,49.8,0
2025-12-27T00:02:22.209,19.3,49.8,0
2025-12-27T00:02:24.469,19.3,49.7,0
2025-12-27T00:02:26.729,19.3,49.7,0
2025-12-27T00:02:28.989,19.3,49.7,0
2025-12-27T00:02:31.249,19.3,49.6,0
2025-12-27T00:02:33.504,19.3,49.6,0
2025-12-27T00:02:35.758,19.3,49.6,0
2025-12-27T00:02:38.017,19.3,49.6,0
2025-12-27T00:02:40.272,19.3,49.6,0
2025-12-27T00:02:42.526,19.3,49.7,0
2025-12-27T00:02:44.781,19.4,49.8,0
2025-12-27T00:02:47.035,19.3,49.7,0
2025-12-27T00:02:49.289,19.3,49.6,0
2025-12-27T00:02:51.544,19.3,49.5,0
2025-12-27T00:02:53.798,19.3,49.6,0
2025-12-27T00:02:56.057,19.3,49.5,0
2025-12-27T00:02:58.317,19.3,49.4,0
2025-12-27T00:03:00.573,19.3,49.3,0
2025-12-27T00:03:02.828,19.3,49.4,0
2025-12-27T00:03:05.082,19.3,49.6,0
2025-12-27T00:03:07.341,19.3,49.6,0
2025-12-27T00:03:09.601,19.4,49.7,0
2025-12-27T00:03:11.856,19.3,49.6,0
2025-12-27T00:03:14.113,19.3,49.7,0
2025-12-27T00:03:16.373,19.3,49.7,0
2025-12-27T00:03:18.628,19.3,49.7,0
2025-12-27T00:03:20.882,19.3,49.7,0
2025-12-27T00:03:23.136,19.4,49.8,0
2025-12-27T00:03:25.391,19.3,49.8,0
2025-12-27T00:03:27.649,19.4,50.0,0
2025-12-27T00:03:29.904,19.3,49.9,0
2025-12-27T00:03:32.162,19.3,49.8,0
2025-12-27T00:03:34.416,19.3,49.8,0
2025-12-27T00:03:36.671,19.3,49.8,0
2025-12-27T00:03:38.926,19.3,49.8,0
2025-12-27T00:03:41.180,19.3,49.7,0
2025-12-27T00:03:43.435,19.3,49.7,0
2025-12-27T00:03:45.690,19.3,49.7,0
2025-12-27T00:03:47.945,19.3,49.7,0
2025-12-27T00:03:50.199,19.3,49.7,0
2025-12-27T00:03:52.454,19.3,49.7,0
2025-12-27T00:03:54.709,19.3,49.7,0
2025-12-27T00:03:56.963,19.3,49.8,0
2025-12-27T00:03:59.218,19.3,49.8,0
2025-12-27T00:04:01.473,19.3,49.8,0
2025-12-27T00:04:03.727,19.4,50.0,0
2025-12-27T00:04:05.982,19.3,49.8,0
2025-12-27T00:04:08.237,19.3,49.7,0
2025-12-27T00:04:10.491,19.4,49.8,0
2025-12-27T00:04:12.746,19.3,49.8,0
2025-12-27T00:04:15.001,19.3,49.9,0
2025-12-27T00:04:17.256,19.3,49.9,0
2025-12-27T00:04:19.510,19.3,49.9,0
2025-12-27T00:04:21.765,19.3,49.8,0
2025-12-27T00:04:24.020,19.3,49.9,0
2025-12-27T00:04:26.274,19.3,49.8,0
2025-12-27T00:04:28.529,19.3,49.8,0
2025-12-27T00:04:30.784,19.3,49.7,0
2025-12-27T00:04:33.038,19.3,49.8,0
2025-12-27T00:04:35.293,19.3,49.8,0
2025-12-27T00:04:37.548,19.3,49.8,0
2025-12-27T00:04:39.802,19.3,49.8,0
2025-12-27T00:04:42.057,19.3,49.8,0
2025-12-27T00:04:44.312,19.3,49.8,0
2025-12-27T00:04:46.566,,,0
2025-12-27T00:04:48.821,19.3,49.8,0
2025-12-27T00:04:51.075,19.3,49.7,0
2025-12-27T00:04:53.330,19.3,49.7,0
2025-12-27T00:04:55.585,19.3,49.8,0
2025-12-27T00:04:57.839,19.3,49.8,0
2025-12-27T00:05:00.094,19.3,49.8,0
2025-12-27T00:05:02.348,19.3,49.8,0
2025-12-27T00:05:04.603,19.3,49.7,0
2025-12-27T00:05:06.858,19.3,49.5,0
2025-12-27T00:05:09.112,19.3,49.5,0
2025-12-27T00:05:11.367,19.3,49.4,0
2025-12-27T00:05:13.622,19.3,49.4,0
2025-12-27T00:05:15.877,19.3,49.4,0
2025-12-27T00:05:18.131,19.3,49.4,0
2025-12-27T00:05:20.386,19.3,49.3,0
2025-12-27T00:05:22.641,19.3,49.5,0
2025-12-27T00:05:24.895,19.3,49.6,0
2025-12-27T00:05:27.150,19.3,49.6,0
2025-12-27T00:05:29.405,19.3,49.5,0
2025-12-27T00:05:31.659,19.3,49.4,0
2025-12-27T00:05:33.914,19.3,49.3,0
2025-12-27T00:05:36.169,19.3,49.3,0
2025-12-27T00:05:38.423,19.3,49.3,0
2025-12-27T00:05:40.678,19.3,49.3,0
2025-12-27T00:05:42.933,19.3,49.4,0
2025-12-27T00:05:45.187,19.3,49.4,0
2025-12-27T00:05:47.442,19.3,49.4,0
2025-12-27T00:05:49.697,19.3,49.5,0
2025-12-27T00:05:51.951,19.3,49.5,0
2025-12-27T00:05:54.206,19.3,49.6,0
2025-12-27T00:05:56.461,19.3,49.5,0
2025-12-27T00:05:58.715,19.3,49.6,0
2025-12-27T00:06:00.970,19.3,49.6,0
2025-12-27T00:06:03.225,19.3,49.6,0
2025-12-27T00:06:05.479,19.3,49.6,0
2025-12-27T00:06:07.734,19.3,49.6,0
2025-12-27T00:06:09.989,19.3,49.6,0
2025-12-27T00:06:12.243,19.3,49.5,0
2025-12-27T00:06:14.498,19.3,49.4,0
2025-12-27T00:06:16.753,19.3,49.4,0
2025-12-27T00:06:19.008,19.3,49.5,0
2025-12-27T00:06:21.262,19.3,49.6,0
2025-12-27T00:06:23.517,19.3,49.7,0
2025-12-27T00:06:25.772,19.3,49.6,0
2025-12-27T00:06:28.027,19.3,49.6,0
2025-12-27T00:06:30.281,19.3,49.6,0
2025-12-27T00:06:32.536,19.3,49.6,0
2025-12-27T00:06:34.791,19.3,49.7,0
2025-12-27T00:06:37.045,19.3,49.7,0
2025-12-27T00:06:39.300,19.3,49.6,0
2025-12-27T00:06:41.555,19.3,49.6,0
2025-12-27T00:06:43.810,19.3,49.6,0
2025-12-27T00:06:46.064,19.3,49.6,0
2025-12-27T00:06:48.319,19.3,49.6,0
2025-12-27T00:06:50.574,19.3,49.6,0
2025-12-27T00:06:52.829,19.3,49.6,0
2025-12-27T00:06:55.083,19.3,49.6,0
2025-12-27T00:06:57.338,19.3,49.5,0
2025-12-27T00:06:59.593,19.3,49.6,0
2025-12-27T00:07:01.848,19.3,49.7,0
2025-12-27T00:07:04.102,19.3,49.7,0
2025-12-27T00:07:06.357,19.3,49.7,0
2025-12-27T00:07:08.612,19.3,49.7,0
2025-12-27T00:07:10.867,19.3,49.6,0
2025-12-27T00:07:13.121,19.3,49.5,0
2025-12-27T00:07:15.376,19.3,49.5,0
2025-12-27T00:07:17.630,19.3,49.5,0
2025-12-27T00:07:19.885,19.3,49.6,0
2025-12-27T00:07:22.140,19.3,49.6,0
2025-12-27T00:07:24.395,19.3,49.6,0
2025-12-27T00:07:26.649,19.3,49.6,0
2025-12-27T00:07:28.904,19.3,49.6,0
2025-12-27T00:07:31.159,19.3,49.5,0
2025-12-27T00:07:33.413,19.3,49.5,0
2025-12-27T00:07:35.668,19.3,49.6,0
2025-12-27T00:07:37.923,19.3,49.7,0
2025-12-27T00:07:40.178,19.3,49.6,0
2025-12-27T00:07:42.432,19.3,49.7,0
2025-12-27T00:07:44.687,19.3,49.6,0
2025-12-27T00:07:46.942,19.3,49.5,0
2025-12-27T00:07:49.196,19.3,49.7,0
2025-12-27T00:07:51.451,19.3,49.7,0
2025-12-27T00:07:53.706,19.3,49.7,0
2025-12-27T00:07:55.961,19.3,49.7,0
2025-12-27T00:07:58.215,19.3,49.8,0
2025-12-27T00:08:00.470,19.3,49.9,0
2025-12-27T00:08:02.725,19.3,50.0,0
2025-12-27T00:08:04.979,19.3,50.0,0
2025-12-27T00:08:07.234,19.3,50.1,0
2025-12-27T00:08:09.489,19.3,50.2,0
2025-12-27T00:08:11.745,19.3,50.1,0
2025-12-27T00:08:13.999,19.3,50.1,0
2025-12-27T00:08:16.254,19.3,50.2,0
2025-12-27T00:08:18.508,19.3,50.2,0
2025-12-27T00:08:20.763,19.3,50.1,0
2025-12-27T00:08:23.018,19.3,50.1,0
2025-12-27T00:08:25.273,19.3,50.1,0
2025-12-27T00:08:27.527,19.3,50.1,0
2025-12-27T00:08:29.782,19.3,50.2,0
2025-12-27T00:08:32.037,19.3,50.2,0
2025-12-27T00:08:34.292,19.3,50.2,0
2025-12-27T00:08:36.546,19.3,50.0,0
2025-12-27T00:08:38.801,19.3,50.0,0
2025-12-27T00:08:41.056,19.3,50.0,0
2025-12-27T00:08:43.311,19.3,49.9,0
2025-12-27T00:08:45.565,19.2,49.9,0
2025-12-27T00:08:47.820,19.3,50.0,0
2025-12-27T00:08:50.075,19.3,49.9,0
2025-12-27T00:08:52.329,19.3,49.8,0
2025-12-27T00:08:54.584,19.2,49.7,0
2025-12-27T00:08:56.839,19.3,49.7,0
2025-12-27T00:08:59.093,19.2,49.7,0
2025-12-27T00:09:01.348,19.3,49.6,0
2025-12-27T00:09:03.603,19.3,49.7,0
2025-12-27T00:09:05.858,19.3,49.7,0
2025-12-27T00:09:08.112,19.3,49.7,0
2025-12-27T00:09:10.367,19.2,49.7,0
2025-12-27T00:09:12.622,19.3,49.7,0
2025-12-27T00:09:14.876,19.2,49.7,0
2025-12-27T00:09:17.131,19.3,49.8,0
2025-12-27T00:09:19.386,19.3,49.9,0
2025-12-27T00:09:21.641,19.3,49.8,0
2025-12-27T00:09:23.896,19.3,49.9,0
2025-12-27T00:09:26.150,19.3,50.0,0
2025-12-27T00:09:28.405,19.3,50.0,0
2025-12-27T00:09:30.660,19.3,49.9,0
2025-12-27T00:09:32.914,19.3,49.8,0
2025-12-27T00:09:35.169,19.3,49.9,0
2025-12-27T00:09:37.424,19.2,49.9,0
