timestamp,temperature_C,humidity,mq_gas_detected
2026-01-08T00:00:01.250,22.7,48.7,0
2026-01-08T00:00:03.505,22.7,48.6,0
2026-01-08T00:00:05.763,22.7,48.3,0
2026-01-08T00:00:08.020,22.7,48.5,0
2026-01-08T00:00:10.274,22.7,48.7,0
2026-01-08T00:00:12.529,22.7,48.8,0
2026-01-08T00:00:14.789,22.7,48.7,0
2026-01-08T00:00:17.043,22.7,48.6,0
2026-01-08T00:00:19.301,22.7,48.6,0
2026-01-08T00:00:21.561,22.7,48.7,0
2026-01-08T00:00:23.821,22.7,48.7,0
2026-01-08T00:00:26.075,22.7,48.9,0
2026-01-08T00:00:28.333,22.7,49.1,0
2026-01-08T00:00:30.593,22.7,49.2,0
2026-01-08T00:00:32.847,22.7,49.1,0
2026-01-08T00:00:35.102,22.7,49.0,0
2026-01-08T00:00:37.361,22.7,48.8,0
2026-01-08T00:00:39.615,22.7,48.9,0
2026-01-08T00:00:41.873,22.7,49.4,0
2026-01-08T00:00:44.127,22.7,49.6,0
2026-01-08T00:00:46.382,22.7,49.8,0
2026-01-08T00:00:48.636,22.7,49.8,0
2026-01-08T00:00:50.891,22.7,49.8,0
2026-01-08T00:00:53.146,22.7,50.0,0
2026-01-08T00:00:55.401,22.7,50.1,0
2026-01-08T00:00:57.655,22.7,50.3,0
2026-01-08T00:00:59.910,22.7,50.3,0
2026-01-08T00:01:02.165,22.7,50.1,0
2026-01-08T00:01:04.419,22.7,49.8,0
2026-01-08T00:01:06.674,22.7,49.6,0
2026-01-08T00:01:08.929,22.7,49.8,0
2026-01-08T00:01:11.183,22.7,50.1,0
2026-01-08T00:01:13.438,22.7,50.3,0
2026-01-08T00:01:15.693,22.7,50.2,0
2026-01-08T00:01:17.948,22.7,50.0,0
2026-01-08T00:01:20.203,22.7,49.9,0
2026-01-08T00:01:22.457,22.7,49.7,0
2026-01-08T00:01:24.712,22.7,49.5,0
2026-01-08T00:01:26.966,22.7,49.3,0
2026-01-08T00:01:29.221,22.7,49.1,0
2026-01-08T00:01:31.476,22.7,49.0,0
2026-01-08T00:01:33.730,22.7,49.0,0
2026-01-08T00:01:35.985,22.7,49.3,0
2026-01-08T00:01:38.240,22.7,49.5,0
2026-01-08T00:01:40.495,22.7,49.9,0
2026-01-08T00:01:42.749,22.7,50.3,0
2026-01-08T00:01:45.004,22.7,50.6,0
2026-01-08T00:01:47.259,22.7,50.9,0
2026-01-08T00:01:49.514,22.7,51.0,0
2026-01-08T00:01:51.768,22.7,50.9,0
2026-01-08T00:01:54.023,22.7,50.8,0
2026-01-08T00:01:56.278,22.7,50.6,0
2026-01-08T00:01:58.532,22.7,50.5,0
2026-01-08T00:02:00.787,22.7,50.6,0
2026-01-08T00:02:03.042,22.7,50.8,0
2026-01-08T00:02:05.296,22.7,51.0,0
2026-01-08T00:02:07.551,22.7,51.2,0
2026-01-08T00:02:09.806,22.7,51.4,0
2026-01-08T00:02:12.060,22.7,51.4,0
2026-01-08T00:02:14.315,22.7,51.4,0
2026-01-08T00:02:16.570,22.7,51.3,0
2026-01-08T00:02:18.824,22.7,51.3,0
2026-01-08T00:02:21.079,22.7,51.2,0
2026-01-08T00:02:23.334,22.7,51.1,0
2026-01-08T00:02:25.589,22.7,51.0,0
2026-01-08T00:02:27.843,22.7,50.9,0
2026-01-08T00:02:30.098,22.7,50.8,0
2026-01-08T00:02:32.352,22.7,50.9,0
2026-01-08T00:02:34.607,22.7,51.0,0
2026-01-08T00:02:36.861,22.7,50.8,0
2026-01-08T00:02:39.116,22.7,50.8,0
2026-01-08T00:02:41.371,22.7,50.7,0
2026-01-08T00:02:43.625,22.7,50.6,0
2026-01-08T00:02:45.880,22.7,50.5,0
2026-01-08T00:02:48.135,22.7,50.2,0
2026-01-08T00:02:50.390,22.7,50.2,0
2026-01-08T00:02:52.644,22.7,50.0,0
2026-01-08T00:02:54.899,22.7,49.8,0
2026-01-08T00:02:57.154,22.7,49.6,0
2026-01-08T00:02:59.411,22.7,49.5,0
2026-01-08T00:03:01.669,22.7,49.5,0
2026-01-08T00:03:03.929,22.7,49.5,0
2026-01-08T00:03:06.189,22.7,49.5,0
2026-01-08T00:03:08.443,22.7,49.4,0
2026-01-08T00:03:10.698,22.7,49.3,0
2026-01-08T00:03:12.952,22.7,49.1,0
2026-01-08T00:03:15.207,22.7,49.0,0
2026-01-08T00:03:17.461,22.7,49.1,0
2026-01-08T00:03:19.715,22.7,49.1,0
2026-01-08T00:03:21.970,22.7,49.3,0
2026-01-08T00:03:24.224,22.7,49.4,0
2026-01-08T00:03:26.481,22.7,49.2,0
2026-01-08T00:03:28.735,22.7,49.1,0
2026-01-08T00:03:30.993,22.7,49.0,0
2026-01-08T00:03:33.247,22.7,49.0,0
2026-01-08T00:03:35.502,22.7,49.0,0
2026-01-08T00:03:37.756,22.7,48.9,0
2026-01-08T00:03:40.010,22.7,49.1,0
2026-01-08T00:03:42.265,22.7,49.1,0
2026-01-08T00:03:44.519,22.7,49.2,0
2026-01-08T00:03:46.777,22.7,49.0,0
2026-01-08T00:03:49.031,22.7,48.9,0
2026-01-08T00:03:51.289,22.7,48.7,0
2026-01-08T00:03:53.549,22.7,48.7,0
2026-01-08T00:03:55.803,22.7,48.7,0
2026-01-08T00:03:58.058,22.7,48.9,0
2026-01-08T00:04:00.317,22.7,49.3,0
2026-01-08T00:04:02.571,22.7,49.5,0
2026-01-08T00:04:04.825,22.7,49.5,0
2026-01-08T00:04:07.080,22.7,49.3,0
2026-01-08T00:04:09.337,22.7,49.2,0
2026-01-08T00:04:11.597,22.7,49.0,0
2026-01-08T00:04:13.857,22.7,48.9,0
2026-01-08T00:04:16.111,22.7,48.9,0
2026-01-08T00:04:18.366,22.7,49.1,0
2026-01-08T00:04:20.620,22.7,49.2,0
2026-01-08T00:04:22.875,22.7,49.3,0
2026-01-08T00:04:25.133,22.7,49.3,0
2026-01-08T00:04:27.387,22.7,49.4,0
2026-01-08T00:04:29.642,22.7,49.4,0
2026-01-08T00:04:31.901,22.7,49.5,0
2026-01-08T00:04:34.155,22.7,49.4,0
2026-01-08T00:04:36.410,22.7,49.2,0
2026-01-08T00:04:38.669,22.7,49.2,0
2026-01-08T00:04:40.923,22.7,49.3,0
2026-01-08T00:04:43.177,22.7,49.2,0
2026-01-08T00:04:45.432,22.7,49.0,0
2026-01-08T00:04:47.686,22.7,48.9,0
2026-01-08T00:04:49.941,,,0
2026-01-08T00:04:52.201,22.7,49.4,0
2026-01-08T00:04:54.455,22.7,49.6,0
2026-01-08T00:04:56.713,22.7,49.8,0
2026-01-08T00:04:58.973,22.7,49.9,0
2026-01-08T00:05:01.227,22.7,49.9,0
2026-01-08T00:05:03.485,22.7,50.0,0
2026-01-08T00:05:05.739,22.7,49.8,0
2026-01-08T00:05:07.997,22.7,49.9,0
2026-01-08T00:05:10.257,22.7,50.2,0
2026-01-08T00:05:12.511,22.7,50.5,0
2026-01-08T00:05:14.766,22.7,50.7,0
2026-01-08T00:05:17.025,22.7,50.9,0
2026-01-08T00:05:19.279,22.7,51.0,0
2026-01-08T00:05:21.534,22.7,51.0,0
2026-01-08T00:05:23.793,22.7,51.1,0
2026-01-08T00:05:26.053,22.7,51.1,0
2026-01-08T00:05:28.313,22.7,51.1,0
2026-01-08T00:05:30.567,22.7,51.0,0
2026-01-08T00:05:32.822,22.7,51.0,0
2026-01-08T00:05:35.076,22.7,50.8,0
2026-01-08T00:05:37.333,22.7,50.4,0
2026-01-08T00:05:39.593,22.7,50.0,0
2026-01-08T00:05:41.853,22.7,49.7,0
2026-01-08T00:05:44.108,22.7,49.6,0
2026-01-08T00:05:46.363,22.7,49.6,0
2026-01-08T00:05:48.617,22.7,49.6,0
2026-01-08T00:05:50.872,22.7,49.5,0
2026-01-08T00:05:53.126,22.7,49.3,0
2026-01-08T00:05:55.385,22.7,49.1,0
2026-01-08T00:05:57.645,22.7,49.0,0
2026-01-08T00:05:59.901,22.7,49.1,0
2026-01-08T00:06:02.155,22.7,49.1,0
2026-01-08T00:06:04.410,22.7,49.3,0
2026-01-08T00:06:06.669,22.7,49.2,0
2026-01-08T00:06:08.923,22.7,49.0,0
2026-01-08T00:06:11.178,22.7,48.9,0
2026-01-08T00:06:13.437,22.7,48.8,0
2026-01-08T00:06:15.697,22.7,48.8,0
2026-01-08T00:06:17.951,22.7,48.7,0
2026-01-08T00:06:20.209,22.7,48.7,0
2026-01-08T00:06:22.463,22.7,48.7,0
2026-01-08T00:06:24.721,22.7,48.7,0
2026-01-08T00:06:26.981,22.7,48.7,0
2026-01-08T00:06:29.235,22.7,48.8,0
2026-01-08T00:06:31.493,22.7,48.7,0
2026-01-08T00:06:33.753,22.7,48.6,0
2026-01-08T00:06:36.013,22.7,48.4,0
2026-01-08T00:06:38.267,22.7,48.4,0
2026-01-08T00:06:40.522,22.7,48.8,0
2026-01-08T00:06:42.781,22.7,49.0,0
2026-01-08T00:06:45.035,22.7,49.0,0
2026-01-08T00:06:47.293,22.7,49.1,0
2026-01-08T00:06:49.548,22.7,49.5,0
2026-01-08T00:06:51.803,22.7,49.6,0
2026-01-08T00:06:54.057,22.7,49.6,0
2026-01-08T00:06:56.312,22.7,49.7,0
2026-01-08T00:06:58.567,22.7,49.8,0
2026-01-08T00:07:00.821,22.7,49.8,0
2026-01-08T00:07:03.076,22.7,49.6,0
2026-01-08T00:07:05.331,22.7,49.5,0
2026-01-08T00:07:07.586,22.7,49.5,0
2026-01-08T00:07:09.840,22.7,49.6,0
2026-01-08T00:07:12.095,22.7,49.8,0
2026-01-08T00:07:14.350,22.7,49.8,0
2026-01-08T00:07:16.604,22.7,49.8,0
2026-01-08T00:07:18.859,22.7,49.7,0
2026-01-08T00:07:21.113,22.7,49.6,0
2026-01-08T00:07:23.373,22.7,49.5,0
2026-01-08T00:07:25.627,22.7,49.5,0
2026-01-08T00:07:27.882,22.7,49.5,0
2026-01-08T00:07:30.141,22.7,49.5,0
2026-01-08T00:07:32.401,22.7,49.6,0
2026-01-08T00:07:34.661,22.7,49.5,0
2026-01-08T00:07:36.921,22.7,49.4,0
2026-01-08T00:07:39.181,22.7,49.5,0
2026-01-08T00:07:41.435,22.7,49.6,0
2026-01-08T00:07:43.693,22.7,49.6,0
2026-01-08T00:07:45.947,22.7,49.6,0
2026-01-08T00:07:48.205,22.7,49.6,0
2026-01-08T00:07:50.459,22.7,49.6,0
2026-01-08T00:07:52.714,22.7,49.5,0
2026-01-08T00:07:54.973,22.7,49.5,0
2026-01-08T00:07:57.227,22.7,49.5,0
2026-01-08T00:07:59.485,,,0
2026-01-08T00:08:01.745,22.7,49.5,0
2026-01-08T00:08:03.999,22.7,49.6,0
2026-01-08T00:08:06.257,,,0
2026-01-08T00:08:08.517,22.7,49.5,0
2026-01-08T00:08:10.777,22.7,49.4,0
2026-01-08T00:08:13.031,22.7,49.2,0
2026-01-08T00:08:15.289,22.7,49.2,0
2026-01-08T00:08:17.543,22.7,49.2,0
2026-01-08T00:08:19.801,22.7,49.1,0
2026-01-08T00:08:22.055,22.7,49.3,0
2026-01-08T00:08:24.310,22.7,49.4,0
2026-01-08T00:08:26.564,22.7,49.3,0
2026-01-08T00:08:28.821,22.7,49.2,0
2026-01-08T00:08:31.075,22.7,49.1,0
2026-01-08T00:08:33.330,22.7,49.0,0
2026-01-08T00:08:35.589,22.7,49.0,0
2026-01-08T00:08:37.843,22.7,49.0,0
2026-01-08T00:08:40.101,22.7,49.1,0
2026-01-08T00:08:42.355,22.7,49.4,0
2026-01-08T00:08:44.610,22.7,49.5,0
2026-01-08T00:08:46.864,22.7,49.6,0
2026-01-08T00:08:49.125,22.7,49.6,0
2026-01-08T00:08:51.385,22.7,49.7,0
2026-01-08T00:08:53.645,22.7,49.6,0
2026-01-08T00:08:55.905,22.7,49.5,0
2026-01-08T00:08:58.159,22.7,49.4,0
2026-01-08T00:09:00.417,22.7,49.4,0
2026-01-08T00:09:02.677,22.7,49.5,0
2026-01-08T00:09:04.931,22.7,49.7,0
2026-01-08T00:09:07.189,22.7,49.8,0
2026-01-08T00:09:09.443,22.7,49.8,0
2026-01-08T00:09:11.698,22.7,49.5,0
2026-01-08T00:09:13.957,22.7,49.3,0
