timestamp,temperature_C,humidity,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2
2025-12-24T00:00:01.833,21.3,64.9,-0.0392266,-1.8828768,11.0226746
2025-12-24T00:00:04.088,21.3,65.0,-0.0784532,-1.8044235999999998,11.1011278
2025-12-24T00:00:06.349,21.3,65.2,-0.0392266,-1.8044235999999998,11.061901200000001
2025-12-24T00:00:08.604,21.3,65.4,-0.0784532,-1.8436502,10.983448000000001
2025-12-24T00:00:10.865,21.2,65.4,-0.1176798,-1.8044235999999998,11.1011278
2025-12-24T00:00:13.120,21.3,65.5,-0.0392266,-1.8436502,11.061901200000001
2025-12-24T00:00:15.381,21.2,65.5,0.0,-1.8436502,11.1011278
2025-12-24T00:00:17.636,21.3,65.5,-0.0392266,-1.8436502,11.0226746
2025-12-24T00:00:19.891,21.2,65.5,-0.0784532,-1.8436502,10.983448000000001
2025-12-24T00:00:22.153,21.3,65.6,-0.0784532,-1.8044235999999998,11.0226746
2025-12-24T00:00:24.408,21.2,65.6,-0.0784532,-1.8044235999999998,11.1403544
2025-12-24T00:00:26.669,21.3,65.7,-0.0784532,-1.8044235999999998,11.0226746
2025-12-24T00:00:28.929,21.3,65.8,-0.1176798,-1.8436502,11.0226746
2025-12-24T00:00:31.189,21.3,65.8,-0.0784532,-1.8436502,11.1403544
2025-12-24T00:00:33.444,21.3,65.9,-0.0392266,-1.8044235999999998,11.1011278
2025-12-24T00:00:35.705,21.3,65.8,-0.0784532,-1.8828768,11.061901200000001
2025-12-24T00:00:37.965,21.3,65.9,-0.0784532,-1.8044235999999998,11.1011278
2025-12-24T00:00:40.225,21.3,65.9,-0.0784532,-1.8436502,11.061901200000001
2025-12-24T00:00:42.480,21.3,65.9,-0.0392266,-1.8828768,11.1011278
2025-12-24T00:00:44.736,21.3,65.9,-0.0392266,-1.8436502,11.179581
2025-12-24T00:00:46.997,21.3,65.8,-0.0392266,-1.8436502,11.1011278
2025-12-24T00:00:49.253,21.3,65.8,-0.0392266,-1.8828768,11.0226746
2025-12-24T00:00:51.508,21.3,65.8,-0.1176798,-1.8044235999999998,11.0226746
2025-12-24T00:00:53.764,21.3,65.7,-0.0784532,-1.8436502,11.0226746
2025-12-24T00:00:56.020,21.3,65.6,-0.0784532,-1.8436502,11.0226746
2025-12-24T00:00:58.276,21.3,65.6,-0.0392266,-1.8044235999999998,11.1011278
2025-12-24T00:01:00.531,21.3,65.6,-0.0392266,-1.8828768,11.2188076
2025-12-24T00:01:02.787,21.3,65.7,0.0,-1.8436502,11.2188076
2025-12-24T00:01:05.043,21.3,65.6,-0.0392266,-1.8436502,11.1403544
2025-12-24T00:01:07.299,21.3,65.6,-0.0392266,-1.8436502,11.179581
2025-12-24T00:01:09.555,21.3,65.7,-0.1176798,-1.8436502,11.061901200000001
2025-12-24T00:01:11.810,21.2,65.6,-0.0392266,-1.8828768,11.0226746
2025-12-24T00:01:14.066,21.3,65.7,-0.1176798,-1.8044235999999998,11.0226746
2025-12-24T00:01:16.322,21.3,65.7,-0.0784532,-1.8436502,10.983448000000001
2025-12-24T00:01:18.578,21.3,65.7,-0.0392266,-1.8044235999999998,11.0226746
2025-12-24T00:01:20.833,21.3,65.7,-0.0784532,-1.765197,11.061901200000001
